book_title,genre,pkl_path,model_family,model_size,cluster,umap2_x,umap2_y,umap5_0,umap5_1,umap5_2,umap5_3,umap5_4
The Cruise of the Snark,Adventure,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Adventure/The_Cruise_of_the_Snark.pkl,Qwen3-Embedding,8B,14,-8.89248,6.347748,-2.5072916,4.8487167,1.9100828,10.370342,3.3312843
The Life and Adventures of Robinson Crusoe by Daniel Defoe,Adventure,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Adventure/The_Life_and_Adventures_of_Robinson_Crusoe_by_Daniel_Defoe.pkl,Qwen3-Embedding,8B,14,-8.721535,6.4037085,-2.521888,4.803325,1.9556087,10.326122,3.2893965
The Lost World by Arthur Conan Doyle,Adventure,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Adventure/The_Lost_World_by_Arthur_Conan_Doyle.pkl,Qwen3-Embedding,8B,14,-8.31834,6.46982,-2.6929207,4.444098,2.0029552,10.000656,3.294051
The Merry Adventures of Robin Hood by Howard Pyle,Adventure,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Adventure/The_Merry_Adventures_of_Robin_Hood_by_Howard_Pyle.pkl,Qwen3-Embedding,8B,-1,-6.0415945,6.9672422,-2.8638601,3.4362566,2.6030867,8.502472,2.9424996
"The Pathfinder; Or, The Inland Sea by James Fenimore Cooper",Adventure,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Adventure/The_Pathfinder__Or__The_Inland_Sea_by_James_Fenimore_Cooper.pkl,Qwen3-Embedding,8B,-1,-8.464156,5.8851066,-2.6727383,5.2965336,2.2474473,9.896633,4.0547905
The Red Rover: A Tale by James Fenimore Cooper,Adventure,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Adventure/The_Red_Rover__A_Tale_by_James_Fenimore_Cooper.pkl,Qwen3-Embedding,8B,14,-8.8159075,6.1972547,-2.5740647,4.935022,2.0152428,10.304908,3.5156887
The Scarlet Pimpernel by Baroness Emmuska Orczy Orczy,Adventure,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Adventure/The_Scarlet_Pimpernel_by_Baroness_Emmuska_Orczy_Orczy.pkl,Qwen3-Embedding,8B,4,-6.7908106,2.042812,-3.6688309,3.2147338,1.8836461,8.490098,5.992748
The Sea-Wolf by Jack London,Adventure,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Adventure/The_Sea_Wolf_by_Jack_London.pkl,Qwen3-Embedding,8B,14,-8.832706,6.270894,-2.5227475,4.901826,1.9295105,10.404852,3.400424
The Swiss Family Robinson; or Adventures in a Desert Island by Johann David Wyss,Adventure,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Adventure/The_Swiss_Family_Robinson__or_Adventures_in_a_Desert_Island_by_Johann_David_Wyss.pkl,Qwen3-Embedding,8B,14,-8.585199,6.526728,-2.5146246,4.6968184,1.9865537,10.188869,3.190248
The call of the wild by Jack London,Adventure,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Adventure/The_call_of_the_wild_by_Jack_London.pkl,Qwen3-Embedding,8B,16,-8.262173,5.6005397,-2.7696314,5.621111,2.2538385,9.807042,4.2820215
The prisoner of Zenda by Anthony Hope,Adventure,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Adventure/The_prisoner_of_Zenda_by_Anthony_Hope.pkl,Qwen3-Embedding,8B,4,-6.55603,2.1313713,-3.6311035,3.1830173,1.845962,8.458896,5.8708076
The three musketeers by Alexandre Dumas and Auguste Maquet,Adventure,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Adventure/The_three_musketeers_by_Alexandre_Dumas_and_Auguste_Maquet.pkl,Qwen3-Embedding,8B,4,-6.7320027,2.0072784,-3.6374986,3.1618598,1.8470871,8.441572,5.9469566
Treasure Island by Robert Louis Stevenson,Adventure,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Adventure/Treasure_Island_by_Robert_Louis_Stevenson.pkl,Qwen3-Embedding,8B,14,-8.835648,6.249444,-2.5161028,4.9354625,1.9800997,10.376795,3.4180145
Twenty years after by Alexandre Dumas and Auguste Maquet,Adventure,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Adventure/Twenty_years_after_by_Alexandre_Dumas_and_Auguste_Maquet.pkl,Qwen3-Embedding,8B,4,-6.655444,1.9881014,-3.653825,3.130081,1.8525664,8.417781,5.9663444
White Fang by Jack London,Adventure,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Adventure/White_Fang_by_Jack_London.pkl,Qwen3-Embedding,8B,16,-8.277843,5.6677628,-2.7181032,5.602107,2.2634215,9.832414,4.197235
A Mind That Found Itself: An Autobiography by Clifford Whittingham Beers,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/A_Mind_That_Found_Itself__An_Autobiography_by_Clifford_Whittingham_Beers.pkl,Qwen3-Embedding,8B,-1,-7.185652,5.5360203,-2.993459,3.9776802,2.2796392,9.056201,4.0087285
"Abraham Lincoln: The True Story of a Great Life, Volume 1 (of 2) by Herndon et al.",Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/Abraham_Lincoln__The_True_Story_of_a_Great_Life__Volume_1__of_2__by_Herndon_et_al_.pkl,Qwen3-Embedding,8B,12,-6.1307797,4.249426,-3.162319,5.483907,2.565716,8.810467,5.0813866
Autobiography by John Stuart Mill,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/Autobiography_by_John_Stuart_Mill.pkl,Qwen3-Embedding,8B,0,-3.2396276,4.641511,-2.0065196,4.652091,5.576953,6.8014073,4.7190104
Autobiography of Andrew Carnegie by Andrew Carnegie,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/Autobiography_of_Andrew_Carnegie_by_Andrew_Carnegie.pkl,Qwen3-Embedding,8B,12,-5.808711,3.9985092,-3.2022092,5.417254,2.71852,8.48091,5.173739
Autobiography of Benjamin Franklin by Benjamin Franklin,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/Autobiography_of_Benjamin_Franklin_by_Benjamin_Franklin.pkl,Qwen3-Embedding,8B,0,-3.9164815,4.67632,-1.9430814,4.684874,4.998983,7.3226604,4.5056944
Boswell's Life of Johnson by James Boswell,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/Boswell_s_Life_of_Johnson_by_James_Boswell.pkl,Qwen3-Embedding,8B,-1,-4.90829,4.8668513,-3.0490959,4.2298117,2.8371594,8.135969,4.331885
Life of Harriet Beecher Stowe by Harriet Beecher Stowe,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/Life_of_Harriet_Beecher_Stowe_by_Harriet_Beecher_Stowe.pkl,Qwen3-Embedding,8B,12,-6.0217514,4.2896366,-3.2061627,5.3277984,2.8154762,8.69797,5.009908
"Louisa May Alcott : Her Life, Letters, and Journals by Louisa May Alcott",Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/Louisa_May_Alcott___Her_Life__Letters__and_Journals_by_Louisa_May_Alcott.pkl,Qwen3-Embedding,8B,-1,-6.5442295,4.556259,-3.2378333,5.0625997,2.6892126,8.8537245,4.8037915
Memoirs of General William T. Sherman — Complete by William T. Sherman,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/Memoirs_of_General_William_T__Sherman___Complete_by_William_T__Sherman.pkl,Qwen3-Embedding,8B,1,-4.239091,2.91911,-1.1976995,5.332203,3.9800138,9.159536,4.6698174
Memoirs of Napoleon Bonaparte — Complete by Louis Antoine Fauvelet de Bourrienne,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/Memoirs_of_Napoleon_Bonaparte___Complete_by_Louis_Antoine_Fauvelet_de_Bourrienne.pkl,Qwen3-Embedding,8B,4,-6.326787,1.9648403,-3.5073826,3.168165,1.9550134,8.39349,5.9322395
My Life — Volume 1 by Richard Wagner,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/My_Life___Volume_1_by_Richard_Wagner.pkl,Qwen3-Embedding,8B,-1,-6.511191,4.9231997,-3.186672,4.1236696,2.392467,8.687743,4.534583
My Life and Work by Henry Ford and Samuel Crowther,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/My_Life_and_Work_by_Henry_Ford_and_Samuel_Crowther.pkl,Qwen3-Embedding,8B,6,0.025527399,3.3242676,-0.65947205,4.6401477,6.7447243,6.8815656,4.881798
"My Memoirs, Vol. V, 1831 to 1832 by Alexandre Dumas",Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/My_Memoirs__Vol__V__1831_to_1832_by_Alexandre_Dumas.pkl,Qwen3-Embedding,8B,4,-6.40868,1.9073455,-3.5031471,3.236638,1.9333773,8.446766,5.876202
"Narrative of the Life of Frederick Douglass, an American Slave by Douglass",Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/Narrative_of_the_Life_of_Frederick_Douglass__an_American_Slave_by_Douglass.pkl,Qwen3-Embedding,8B,11,-5.4779096,4.145485,-3.1198685,5.5553036,3.104773,8.520378,5.1691527
Plutarch: Lives of the noble Grecians and Romans by Plutarch,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/Plutarch__Lives_of_the_noble_Grecians_and_Romans_by_Plutarch.pkl,Qwen3-Embedding,8B,2,-4.6898527,7.6475186,-2.0442822,3.0889628,3.6850817,7.761912,2.1221077
Queen Victoria by Lytton Strachey,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/Queen_Victoria_by_Lytton_Strachey.pkl,Qwen3-Embedding,8B,0,-4.391341,5.075707,-2.0313616,4.4856343,4.9310613,7.3091908,4.512169
Rizal's own story of his life by José Rizal,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/Rizal_s_own_story_of_his_life_by_José_Rizal.pkl,Qwen3-Embedding,8B,9,-6.495539,4.8829494,-3.1082377,5.0066013,2.6565309,8.971841,4.6138644
The Autobiography of Goethe by Johann Wolfgang von Goethe,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/The_Autobiography_of_Goethe_by_Johann_Wolfgang_von_Goethe.pkl,Qwen3-Embedding,8B,-1,-6.2796454,4.9888425,-3.1413212,4.1335845,2.4927034,8.64057,4.4852023
The Education of Henry Adams by Henry Adams,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/The_Education_of_Henry_Adams_by_Henry_Adams.pkl,Qwen3-Embedding,8B,0,-3.2645643,4.491084,-2.1344957,4.75319,5.489854,6.8061504,4.8045506
The Life and Work of Susan B. Anthony (Volume 1 of 2) by Ida Husted Harper,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/The_Life_and_Work_of_Susan_B__Anthony__Volume_1_of_2__by_Ida_Husted_Harper.pkl,Qwen3-Embedding,8B,12,-5.888244,4.249882,-3.1857998,5.374683,2.7786717,8.648191,5.014655
The Life of Charlotte Brontë — Volume 1 by Elizabeth Cleghorn Gaskell,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/The_Life_of_Charlotte_Brontë___Volume_1_by_Elizabeth_Cleghorn_Gaskell.pkl,Qwen3-Embedding,8B,-1,-8.0720415,3.0746603,-3.8481753,4.557548,2.147297,9.224881,5.57775
"The Memoirs of Jacques Casanova de Seingalt, 1725-1798. Complete by Casanova",Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/The_Memoirs_of_Jacques_Casanova_de_Seingalt__1725_1798__Complete_by_Casanova.pkl,Qwen3-Embedding,8B,4,-6.6039767,2.4048483,-3.5034034,3.3986144,1.946808,8.5443535,5.601368
The Story of My Life by Helen Keller,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/The_Story_of_My_Life_by_Helen_Keller.pkl,Qwen3-Embedding,8B,-1,-6.7074695,4.6431937,-3.2437027,5.01133,2.7061822,8.845891,4.7638583
Twelve Years a Slave by Solomon Northup,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/Twelve_Years_a_Slave_by_Solomon_Northup.pkl,Qwen3-Embedding,8B,11,-5.515149,4.1118298,-3.1152458,5.558506,3.1042733,8.531537,5.1648746
Up from Slavery: An Autobiography by Booker T. Washington,Biographies and Autobiographies,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Biographies and Autobiographies/Up_from_Slavery__An_Autobiography_by_Booker_T__Washington.pkl,Qwen3-Embedding,8B,11,-5.436874,4.150775,-3.183806,5.478346,3.0434132,8.434779,5.1291757
A Connecticut Yankee in King Arthur's Court by Mark Twain,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/A_Connecticut_Yankee_in_King_Arthur_s_Court_by_Mark_Twain.pkl",Qwen3-Embedding,8B,-1,-5.983902,6.41464,-2.8488727,3.6035614,2.6796515,8.470458,3.1896536
Adventures of Bindle by Herbert George Jenkins,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/Adventures_of_Bindle_by_Herbert_George_Jenkins.pkl",Qwen3-Embedding,8B,20,-7.361566,4.1462708,-3.3474102,5.273327,1.9766068,9.202488,5.2094445
Cranford by Elizabeth Cleghorn Gaskell,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/Cranford_by_Elizabeth_Cleghorn_Gaskell.pkl",Qwen3-Embedding,8B,-1,-7.746934,3.035033,-4.0507283,4.728197,1.8049653,9.230035,5.677922
Eliza by Barry Pain,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/Eliza_by_Barry_Pain.pkl",Qwen3-Embedding,8B,26,-7.5624847,3.0177546,-4.1448116,4.903546,1.6775397,9.159247,5.548718
Fables for the Frivolous by Guy Wetmore Carryl,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/Fables_for_the_Frivolous_by_Guy_Wetmore_Carryl.pkl",Qwen3-Embedding,8B,23,-6.8014803,6.4985685,-3.031527,4.2723374,2.205902,8.681685,2.7971475
How Private George W. Peck Put Down the Rebellion by George W. Peck,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/How_Private_George_W__Peck_Put_Down_the_Rebellion_by_George_W__Peck.pkl",Qwen3-Embedding,8B,1,-4.6374073,3.0436382,-1.6349345,5.299151,3.550939,9.182093,4.7779045
Love Among the Chickens by P. G. Wodehouse,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/Love_Among_the_Chickens_by_P__G__Wodehouse.pkl",Qwen3-Embedding,8B,26,-7.4051437,3.4517303,-4.1051974,5.0714035,1.6400813,9.200394,5.483875
Miss Mapp by E. F. Benson,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/Miss_Mapp_by_E__F__Benson.pkl",Qwen3-Embedding,8B,26,-7.442019,3.0571487,-4.1570745,4.836126,1.6610647,9.194487,5.5830917
Mr. Punch's Golf Stories by J. A. Hammerton,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/Mr__Punch_s_Golf_Stories_by_J__A__Hammerton.pkl",Qwen3-Embedding,8B,26,-7.2290554,3.3490002,-4.1183367,5.0728188,1.6221977,9.180109,5.4609394
Queen Lucia by E. F. Benson,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/Queen_Lucia_by_E__F__Benson.pkl",Qwen3-Embedding,8B,-1,-7.468938,2.9065404,-4.2436934,4.671522,1.5331529,9.299755,5.507313
"Right Ho, Jeeves by P. G. Wodehouse","Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/Right_Ho__Jeeves_by_P__G__Wodehouse.pkl",Qwen3-Embedding,8B,26,-7.4212317,2.9468815,-4.2762995,4.975232,1.5583187,9.2109785,5.587769
"She Stoops to Conquer; Or, The Mistakes of a Night: A Comedy by Oliver Goldsmith","Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/She_Stoops_to_Conquer__Or__The_Mistakes_of_a_Night__A_Comedy_by_Oliver_Goldsmith.pkl",Qwen3-Embedding,8B,26,-7.6790576,2.869115,-4.2865376,4.7855015,1.6627946,9.265874,5.704879
The Adventures of Sally by P. G. Wodehouse,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/The_Adventures_of_Sally_by_P__G__Wodehouse.pkl",Qwen3-Embedding,8B,20,-7.158229,3.9980924,-3.4362137,5.173837,1.7871937,9.075579,5.1927304
"The Adventures of Tom Sawyer, Complete by Mark Twain","Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/The_Adventures_of_Tom_Sawyer__Complete_by_Mark_Twain.pkl",Qwen3-Embedding,8B,-1,-7.385363,5.2230496,-3.0332675,5.2674885,2.2717142,9.34169,4.558201
The Book of Nonsense by Edward Lear,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/The_Book_of_Nonsense_by_Edward_Lear.pkl",Qwen3-Embedding,8B,-1,-6.7029815,6.0750136,-3.070184,4.357173,2.3046947,8.52505,3.0739982
The Diary of a Nobody by George Grossmith and Weedon Grossmith,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/The_Diary_of_a_Nobody_by_George_Grossmith_and_Weedon_Grossmith.pkl",Qwen3-Embedding,8B,26,-7.3017597,3.07714,-4.0835724,4.8359084,1.6077588,9.216111,5.573308
The Importance of Being Earnest: A Trivial Comedy for Serious People by Oscar Wilde,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/The_Importance_of_Being_Earnest__A_Trivial_Comedy_for_Serious_People_by_Oscar_Wilde.pkl",Qwen3-Embedding,8B,26,-7.451404,2.9628253,-4.313048,4.8966084,1.5308249,9.226344,5.5811076
The Innocents Abroad by Mark Twain,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/The_Innocents_Abroad_by_Mark_Twain.pkl",Qwen3-Embedding,8B,-1,-6.587553,5.5493927,-2.94377,4.3950295,2.4837196,8.999835,3.9331422
The Inventions of the Idiot by John Kendrick Bangs,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/The_Inventions_of_the_Idiot_by_John_Kendrick_Bangs.pkl",Qwen3-Embedding,8B,-1,-5.9748545,4.882207,-3.0979323,4.405412,2.5039663,8.414844,4.4752955
The Jest Book by Mark Lemon,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/The_Jest_Book_by_Mark_Lemon.pkl",Qwen3-Embedding,8B,-1,-5.249115,4.8913455,-3.056542,4.2099156,2.79464,8.166845,4.2781687
The Pickwick Papers by Charles Dickens,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/The_Pickwick_Papers_by_Charles_Dickens.pkl",Qwen3-Embedding,8B,17,-7.72872,2.6744237,-3.7503707,4.8546863,2.0563219,9.135471,5.775389
The Pursuit of the House-Boat by John Kendrick Bangs,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/The_Pursuit_of_the_House_Boat_by_John_Kendrick_Bangs.pkl",Qwen3-Embedding,8B,-1,-8.484928,5.760232,-2.829032,4.824191,2.1004596,9.835169,4.008035
Three Men in a Boat (To Say Nothing of the Dog) by Jerome K. Jerome,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/Three_Men_in_a_Boat__To_Say_Nothing_of_the_Dog__by_Jerome_K__Jerome.pkl",Qwen3-Embedding,8B,-1,-7.375587,5.7490206,-3.0166593,4.654739,2.190545,9.091801,3.9309633
Three men on the bummel by Jerome K. Jerome,"Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/Three_men_on_the_bummel_by_Jerome_K__Jerome.pkl",Qwen3-Embedding,8B,-1,-6.6257358,5.0894713,-3.0747,4.572792,2.2487934,8.898736,4.178416
"Vice Versa; or, A Lesson to Fathers by F. Anstey","Comedy, humourous novels","/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Comedy, humourous novels/Vice_Versa__or__A_Lesson_to_Fathers_by_F__Anstey.pkl",Qwen3-Embedding,8B,-1,-7.733438,4.4390507,-3.1997118,5.2522345,2.2953217,9.444888,5.077337
A Study in Scarlet by Arthur Conan Doyle,Detective and Mystery Stories,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Detective and Mystery Stories/A_Study_in_Scarlet_by_Arthur_Conan_Doyle.pkl,Qwen3-Embedding,8B,5,-8.160857,1.9060068,-3.949982,4.037275,1.8543648,9.057887,6.65859
Daredevil by Leslie Charteris,Detective and Mystery Stories,/home/hj2742/Emergence/outputs_embeddings_all_with_chunks/Qwen3-Embedding/8B/Detective and Mystery Stories/Daredevil_by_Leslie_Charteris.pkl,Qwen3-Embedding,8B,5,-8.127027,1.9172182,-3.9324417,3.940827,1.8171047,8.88963,6.821755
